,Links
2363,https://www.msnbc.com/opinion/biden-s-feeling-pressure-squad-leftie-democrats-america-s-benefitting-n1276126
2364,https://www.msnbc.com/transcripts/transcript-beat-ari-melber-8-5-21-n1276154
2365,https://www.msnbc.com/rachel-maddow-show/maddowblog/thursday-s-mini-report-8-5-21-n1276129
2366,https://www.msnbc.com/opinion/taliban-takeover-afghanistan-will-not-be-joe-biden-s-fault-n1276090
2367,https://www.msnbc.com/opinion/why-covid-19-s-second-pandemic-summer-hitting-differently-n1276066
2368,https://www.msnbc.com/msnbc/meet-eyewitnesses-who-share-their-stories-memory-box-echoes-9-n1275926
2369,https://www.msnbc.com/rachel-maddow-show/maddowblog/gop-lawyers-face-consequences-over-frivolous-election-lawsuits-n1276078
2370,https://www.msnbc.com/rachel-maddow-show/maddowblog/thursday-s-campaign-round-8-5-21-n1276062
2371,https://www.msnbc.com/rachel-maddow-show/maddowblog/why-trump-can-t-stop-talking-about-favored-candidate-s-n1276057
2372,https://www.msnbc.com/rachel-maddow-show/maddowblog/rubio-takes-interest-right-s-nsa-conspiracy-theory-n1276046
2373,https://www.msnbc.com/know-your-value/kids-covid-19-delta-variant-top-doctors-answer-what-we-n1275917
2374,https://www.msnbc.com/podcast/texas-democrats-have-brought-fight-new-voting-rights-act-dc-n1276036
2375,https://www.msnbc.com/rachel-maddow-show/maddowblog/why-gop-senator-so-eager-focus-obama-s-birthday-party-n1276033
2376,https://www.msnbc.com/rachel-maddow-show/maddowblog/would-republicans-back-congressional-candidates-tied-jan-6-n1276030
2377,https://www.msnbc.com/rachel-maddow-show/maddowblog/florida-hospitals-fill-desantis-tries-changing-subject-n1276024
2378,https://www.msnbc.com/msnbc/rise-america-s-nationalized-political-culture-n1276008
2379,https://www.msnbc.com/transcripts/transcript-11th-hour-brian-williams-8-4-21-n1276025
2380,https://www.msnbc.com/transcripts/transcript-last-word-lawrence-o-donnell-8-4-21-n1276023
2381,https://www.msnbc.com/transcripts/transcript-rachel-maddow-show-8-4-21-n1276022
2382,https://www.msnbc.com/transcripts/transcript-all-chris-hayes-8-4-21-n1276019
2383,https://www.msnbc.com/transcripts/transcript-reidout-8-4-21-n1276018
2384,https://www.msnbc.com/transcripts/transcript-beat-ari-melber-8-4-21-n1276017
2385,https://www.msnbc.com/rachel-maddow-show/maddowblog/wednesday-s-mini-report-8-4-21-n1275978
2386,https://www.msnbc.com/opinion/dababy-s-comments-weren-t-just-homophobic-they-were-dangerous-n1275964
2387,https://www.msnbc.com/rachel-maddow-show/maddowblog/trump-appointee-doj-eyed-scandalous-georgia-election-scheme-n1275944
2388,https://www.msnbc.com/msnbc-podcast/summer-withpod-mailbag-podcast-transcript-n1275932
2389,https://www.msnbc.com/rachel-maddow-show/maddowblog/wednesday-s-campaign-round-8-4-21-n1275934
2390,https://www.msnbc.com/rachel-maddow-show/maddowblog/republicans-aren-t-quite-done-trying-cancel-ben-jerry-s-n1275930
2391,https://www.msnbc.com/rachel-maddow-show/maddowblog/senate-gop-leader-pretends-dems-lack-clear-message-vaccines-n1275924
2392,https://www.msnbc.com/know-your-value/what-many-men-over-50-gov-cuomo-still-don-t-n1275909
2393,https://www.msnbc.com/rachel-maddow-show/maddowblog/why-biden-administration-s-new-evictions-moratorium-matters-n1275906
2394,https://www.msnbc.com/rachel-maddow-show/maddowblog/confronted-revelations-cuomo-runs-out-democratic-friends-n1275903
2395,https://www.msnbc.com/rachel-maddow-show/maddowblog/florida-s-covid-conditions-worsen-desantis-finds-new-scapegoat-n1275897
2396,https://www.msnbc.com/msnbc/recognizing-america-s-greatest-sins-repaying-its-greatest-debts-n1275874
2397,https://www.msnbc.com/opinion/matt-damon-twisted-cultural-norm-daughter-effect-n1275861
2398,https://www.msnbc.com/opinion/why-tucker-carlson-s-trip-budapest-bad-news-america-n1275881
2399,https://www.msnbc.com/transcripts/transcript-11th-hour-brian-williams-8-3-21-n1275895
2400,https://www.msnbc.com/transcripts/transcript-last-word-lawrence-o-donnell-8-3-21-n1275894
2401,https://www.msnbc.com/transcripts/transcript-rachel-maddow-show-8-3-21-n1275893
2402,https://www.msnbc.com/transcripts/transcript-all-chris-hayes-8-3-21-n1275892
2403,https://www.msnbc.com/transcripts/transcript-reidout-8-3-21-n1275891
2404,https://www.msnbc.com/transcripts/transcript-beat-ari-melber-8-3-21-n1275890
2405,https://www.msnbc.com/rachel-maddow-show/maddowblog/tuesday-s-mini-report-8-3-21-n1275865
2406,https://www.msnbc.com/opinion/police-who-defended-capitol-had-america-s-back-america-doesn-n1275786
2407,https://www.msnbc.com/rachel-maddow-show/maddowblog/new-york-ag-gov-andrew-cuomo-sexually-harassed-multiple-women-n1275823
2408,https://www.msnbc.com/rachel-maddow-show/maddowblog/tuesday-s-campaign-round-8-3-21-n1275818
2409,https://www.msnbc.com/rachel-maddow-show/maddowblog/will-congress-prepare-next-pandemic-too-n1275813
2410,https://www.msnbc.com/rachel-maddow-show/maddowblog/why-rubio-s-criticisms-pentagon-chief-are-so-misplaced-n1275796
2411,https://www.msnbc.com/rachel-maddow-show/maddowblog/virginia-s-youngkin-can-t-shake-election-conspiracy-theories-n1275793
2412,https://www.msnbc.com/rachel-maddow-show/maddowblog/fbi-theory-ron-johnson-didn-t-want-share-public-n1275790
2413,https://www.msnbc.com/opinion/walmart-s-disney-s-covid-vaccine-mandates-are-just-good-n1275747
2414,https://www.msnbc.com/opinion/trump-s-lies-win-him-top-republican-fundraiser-spot-n1275763
2415,https://www.msnbc.com/msnbc/america-s-two-major-political-parties-are-simply-too-big-n1275751
2416,https://www.msnbc.com/transcripts/transcript-11th-hour-brian-williams-8-2-21-n1275788
2417,https://www.msnbc.com/transcripts/transcript-last-word-lawrence-o-donnell-8-2-21-n1275787
2418,https://www.msnbc.com/transcripts/transcript-rachel-maddow-show-8-2-21-n1275785
2419,https://www.msnbc.com/transcripts/transcript-all-chris-hayes-8-2-21-n1275784
2420,https://www.msnbc.com/transcripts/transcript-reidout-8-2-21-n1275783
2421,https://www.msnbc.com/opinion/republican-mission-cancel-ben-jerry-s-comically-hypocritical-n1275741
2422,https://www.msnbc.com/transcripts/transcript-beat-ari-melber-8-2-21-n1275781
2423,https://www.msnbc.com/rachel-maddow-show/maddowblog/monday-s-mini-report-8-2-21-n1275743
2424,https://www.msnbc.com/opinion/biden-democrats-inability-extend-eviction-moratorium-unconscionable-n1275690
2425,https://www.msnbc.com/opinion/olympic-athlete-laurel-hubbard-just-shattered-transphobic-myth-n1275693
2426,https://www.msnbc.com/know-your-value/black-women-s-equal-pay-day-black-women-work-579-n1275703
2427,https://www.msnbc.com/msnbc/trump-rebranded-populism-perception-doesn-t-always-match-reality-n1275704
2428,https://www.msnbc.com/rachel-maddow-show/maddowblog/growing-number-unvaccinated-americans-express-public-regrets-n1275716
2429,https://www.msnbc.com/rachel-maddow-show/maddowblog/monday-s-campaign-round-8-2-21-n1275697
2430,https://www.msnbc.com/rachel-maddow-show/maddowblog/mark-meadows-trump-meeting-non-existent-cabinet-members-n1275688
2431,https://www.msnbc.com/opinion/trump-s-tax-returns-are-heading-congress-better-late-never-n1275680
2432,https://www.msnbc.com/rachel-maddow-show/maddowblog/why-ted-cruz-s-cdc-criticisms-were-condemned-dangerous-n1275684
2433,https://www.msnbc.com/rachel-maddow-show/maddowblog/republican-officials-press-supreme-court-overturn-roe-v-wade-n1275677
2434,https://www.msnbc.com/rachel-maddow-show/maddowblog/florida-s-covid-crisis-intensifies-desantis-response-falters-n1275675
2435,https://www.msnbc.com/rachel-maddow-show/maddowblog/trump-tries-fails-defend-urging-justice-dept-lie-n1275666
2436,https://www.msnbc.com/msnbc/america-s-paid-family-leave-situation-scandal-frankly-insane-n1275650
2437,https://www.msnbc.com/opinion/trump-capitol-riot-hitman-analogy-n1275598
2492,https://www.msnbc.com/archive/articles/2021/september
2493,https://www.msnbc.com/transcripts/transcript-reidout-9-30-21-n1280541
2494,https://www.msnbc.com/transcripts/transcript-beat-ari-melber-9-30-21-n1280540
2495,https://www.msnbc.com/msnbc/congresswomen-shared-abortion-stories-shouldnt-need-told-rcna2470
2496,https://www.msnbc.com/rachel-maddow-show/maddowblog/thursday-s-mini-report-9-30-21-n1280521
2497,https://www.msnbc.com/opinion/facebook-s-failed-instagram-kids-much-bigger-one-platform-n1280489
2498,https://www.msnbc.com/opinion/will-child-tax-credit-survive-democrats-manchin-n1280481
2499,https://www.msnbc.com/rachel-maddow-show/maddowblog/romney-pushes-changes-bill-he-won-t-consider-supporting-n1280483
2500,https://www.msnbc.com/rachel-maddow-show/maddowblog/thursday-s-campaign-round-9-30-21-n1280476
2501,https://www.msnbc.com/rachel-maddow-show/maddowblog/when-it-comes-jan-6-gop-voters-give-law-order-n1280462
2502,https://www.msnbc.com/rachel-maddow-show/maddowblog/democratic-deal-joe-manchin-apparently-no-longer-remembers-n1280454
2503,https://www.msnbc.com/know-your-value/best-money-advice-youngest-female-trader-have-worked-nyse-n1280453
2504,https://www.msnbc.com/podcast/haitian-migrants-experience-spotlights-blackness-border-n1280387
2505,https://www.msnbc.com/rachel-maddow-show/maddowblog/after-arizona-s-failed-audit-conspiracy-theorists-turn-each-other-n1280440
2506,https://www.msnbc.com/msnbc/youtube-purging-anti-vaccine-misinformation-took-long-rcna2412
2507,https://www.msnbc.com/rachel-maddow-show/maddowblog/panel-investigating-jan-6-subpoenas-trump-allies-rally-organizers-n1280434
2508,https://www.msnbc.com/rachel-maddow-show/maddowblog/why-federal-government-probably-won-t-shut-down-tonight-n1280426
2509,https://www.msnbc.com/msnbc/turns-covid-vaccine-mandates-work-good-thing-are-way-rcna2411
2510,https://www.msnbc.com/opinion/democrats-manchin-want-poor-americans-waste-more-time-n1280396
2511,https://www.msnbc.com/opinion/why-police-are-calling-out-republicans-torpedoing-democratic-bill-n1280354
2512,https://www.msnbc.com/transcripts/transcript-11th-hour-brian-williams-9-29-21-n1280430
2513,https://www.msnbc.com/transcripts/transcript-last-word-lawrence-o-donnell-9-29-21-n1280429
2514,https://www.msnbc.com/transcripts/transcript-rachel-maddow-show-9-29-21-n1280428
2515,https://www.msnbc.com/msnbc/kyrsten-sinema-not-serious-politician-s-indecisive-marketer-rcna2404
2516,https://www.msnbc.com/transcripts/transcript-all-chris-hayes-9-29-21-n1280427
2517,https://www.msnbc.com/transcripts/transcript-reidout-9-29-21-n1280424
2518,https://www.msnbc.com/podcast/transcript-texas-one-hottest-states-country-people-state-prisons-are-n1280385
2519,https://www.msnbc.com/transcripts/transcript-beat-ari-melber-9-29-21-n1280422
2520,https://www.msnbc.com/rachel-maddow-show/maddowblog/wednesday-s-mini-report-9-29-21-n1280380
2521,https://www.msnbc.com/opinion/lgbtq-community-has-reason-doubt-liz-cheney-s-new-support-n1280364
2522,https://www.msnbc.com/rachel-maddow-show/maddowblog/latest-evidence-says-vaccine-requirements-work-intended-n1280344
2523,https://www.msnbc.com/rachel-maddow-show/maddowblog/wednesday-s-campaign-round-9-29-21-n1280341
2524,https://www.msnbc.com/rachel-maddow-show/maddowblog/house-passes-bill-sentencing-disparity-bipartisan-backing-n1280339
2525,https://www.msnbc.com/msnbc/federal-judges-say-mistakenly-broke-law-cases-yeah-right-rcna2399
2526,https://www.msnbc.com/rachel-maddow-show/maddowblog/usps-advances-dejoy-s-plan-make-mail-delivery-permanently-slower-n1280337
2527,https://www.msnbc.com/know-your-value/breast-pumping-around-baghdad-how-nbc-news-correspondent-mom-5-n1280325
2528,https://www.msnbc.com/msnbc/virginias-gop-candidate-governor-two-faced-hopes-dont-notice-rcna2375
2529,https://www.msnbc.com/msnbc/black-women-need-bigger-voice-afghanistan-withdrawal-conversation-rcna2361
2530,https://www.msnbc.com/rachel-maddow-show/maddowblog/mississippi-ag-curtailing-reproductive-rights-will-empower-women-n1280328
2531,https://www.msnbc.com/rachel-maddow-show/maddowblog/kristi-noem-controversy-under-active-review-south-dakota-ag-n1280316
2532,https://www.msnbc.com/rachel-maddow-show/maddowblog/court-case-giuliani-shed-new-light-big-lie-s-origins-n1280309
2533,https://www.msnbc.com/msnbc/long-last-obama-presidential-library-breaks-ground-chicago-rcna2352
2534,https://www.msnbc.com/opinion/unvaccinated-police-nurses-getting-fired-isn-t-tragedy-n1280288
2535,https://www.msnbc.com/opinion/virginia-governor-race-what-glenn-youngkin-says-about-trump-s-n1280283
2536,https://www.msnbc.com/transcripts/transcript-11th-hour-brian-williams-9-28-21-n1280312
2537,https://www.msnbc.com/transcripts/transcript-last-word-lawrence-o-donnell-9-28-21-n1280311
2538,https://www.msnbc.com/transcripts/transcript-rachel-maddow-show-9-28-21-n1280308
2539,https://www.msnbc.com/transcripts/transcript-all-chris-hayes-9-28-21-n1280307
2540,https://www.msnbc.com/transcripts/transcript-reidout-9-28-21-n1280306
2541,https://www.msnbc.com/transcripts/transcript-beat-ari-melber-9-28-21-n1280305
2542,https://www.msnbc.com/rachel-maddow-show/maddowblog/tuesday-s-mini-report-9-28-21-n1280276
2543,https://www.msnbc.com/opinion/trump-had-cats-phantom-opera-played-soothe-him-new-book-n1280264
2544,https://www.msnbc.com/rachel-maddow-show/maddowblog/reject-domestic-spending-gop-makes-space-based-pitch-again-n1280258
2545,https://www.msnbc.com/opinion/would-gabby-petito-be-alive-if-she-had-been-stopped-n1280193
2546,https://www.msnbc.com/rachel-maddow-show/maddowblog/tuesday-s-campaign-round-9-28-21-n1280253
2547,https://www.msnbc.com/rachel-maddow-show/maddowblog/why-popularity-biden-s-build-back-better-plan-matters-n1280250
2548,https://www.msnbc.com/rachel-maddow-show/maddowblog/defend-legislative-failure-tim-scott-condemns-idea-he-endorsed-n1280247
2549,https://www.msnbc.com/rachel-maddow-show/maddowblog/south-dakota-s-kristi-noem-faces-abuse-power-allegations-n1280236
2550,https://www.msnbc.com/rachel-maddow-show/maddowblog/republican-rep-wants-biden-trump-rematch-2021-n1280233
2551,https://www.msnbc.com/rachel-maddow-show/maddowblog/gop-pushes-nation-toward-default-mcconnell-tries-gaslighting-n1280227
2552,https://www.msnbc.com/opinion/joe-biden-s-build-back-better-agenda-being-held-moderate-n1280199
2553,https://www.msnbc.com/opinion/msnbc-opinion/r-kelly-s-conviction-sex-crimes-should-be-wake-call-n1280211
2554,https://www.msnbc.com/transcripts/transcript-11th-hour-brian-williams-9-27-21-n1280228
2555,https://www.msnbc.com/transcripts/transcript-last-word-lawrence-o-donnell-9-27-21-n1280226
2556,https://www.msnbc.com/transcripts/transcript-rachel-maddow-show-9-27-21-n1280225
2557,https://www.msnbc.com/msnbc/r-kelly-guilty-verdict-much-deserved-s-not-progress-yet-rcna2328
2558,https://www.msnbc.com/transcripts/transcript-all-chris-hayes-9-27-21-n1280223
2559,https://www.msnbc.com/transcripts/transcript-reidout-9-27-21-n1280222
2560,https://www.msnbc.com/transcripts/transcript-beat-ari-melber-9-27-21-n1280220
2561,https://www.msnbc.com/msnbc/kareem-abdul-jabbar-right-shame-nba-anti-vaxxers-rcna2306
2562,https://www.msnbc.com/rachel-maddow-show/maddowblog/monday-s-mini-report-9-27-21-n1280201
2563,https://www.msnbc.com/opinion/trump-s-arizona-election-lies-unchanged-after-fraudit-results-n1280180
2564,https://www.msnbc.com/msnbc/thanks-house-local-police-forces-will-still-get-military-grade-equipme-rcna2302
2565,https://www.msnbc.com/rachel-maddow-show/maddowblog/when-trump-says-u-s-will-not-survive-don-t-n1280185
2566,https://www.msnbc.com/rachel-maddow-show/maddowblog/monday-s-campaign-round-9-27-21-n1280179
2567,https://www.msnbc.com/rachel-maddow-show/maddowblog/what-republicans-choose-forget-about-their-regressive-tax-breaks-n1280177
2568,https://www.msnbc.com/rachel-maddow-show/maddowblog/despite-investigation-trump-boasts-about-pressuring-georgia-s-kemp-n1280173
2569,https://www.msnbc.com/rachel-maddow-show/maddowblog/why-biden-says-his-plan-costs-nothing-why-he-s-n1280158
2570,https://www.msnbc.com/rachel-maddow-show/maddowblog/republicans-become-more-brazen-about-embracing-replacement-theory-n1280157
2571,https://www.msnbc.com/rachel-maddow-show/maddowblog/arizona-s-sham-audit-was-fiasco-gop-s-scam-endures-n1280151
2572,https://www.msnbc.com/know-your-value/women-are-going-above-beyond-amid-covid-19-their-work-n1280124
2573,https://www.msnbc.com/opinion/trump-s-republican-tyranny-minority-entering-terrifying-new-phase-n1280093
2574,https://www.msnbc.com/opinion/house-committee-investigating-jan-6-riot-must-make-steve-bannon-n1280089
2575,https://www.msnbc.com/msnbc/restaurateur-melba-wilson-won-week-are-honorable-mentions-rcna2268
2576,https://www.msnbc.com/opinion/covid-deaths-are-highest-mississippi-gov-tate-reeves-does-nothing-n1280073
2577,https://www.msnbc.com/transcripts/transcript-11th-hour-brian-williams-9-24-21-n1280156
2578,https://www.msnbc.com/transcripts/transcript-last-word-lawrence-o-donnell-9-24-21-n1280155
2579,https://www.msnbc.com/transcripts/transcript-rachel-maddow-show-9-24-21-n1280154
2580,https://www.msnbc.com/transcripts/transcript-all-chris-hayes-9-24-21-n1280148
2581,https://www.msnbc.com/transcripts/transcript-reidout-9-24-21-n1280147
2582,https://www.msnbc.com/msnbc/trumps-lies-costly-investigations-marred-arizona-decade-rcna2256
2583,https://www.msnbc.com/opinion/aoc-s-iron-dome-vote-left-her-crying-it-backfired-n1280048
2584,https://www.msnbc.com/transcripts/transcript-beat-ari-melber-9-24-21-n1280146
2585,https://www.msnbc.com/rachel-maddow-show/maddowblog/friday-s-mini-report-9-24-21-n1280063
2586,https://www.msnbc.com/rachel-maddow-show/maddowblog/kayleigh-mcenany-targets-biden-accidentally-makes-trump-look-worse-n1280062
2587,https://www.msnbc.com/rachel-maddow-show/maddowblog/latest-evidence-shows-trump-s-team-knew-election-lies-weren-n1280056
2588,https://www.msnbc.com/opinion/democrats-scramble-gop-gloats-over-potential-economic-meltdown-n1280036
2589,https://www.msnbc.com/rachel-maddow-show/maddowblog/house-democrats-pass-new-bill-codify-roe-v-wade-protections-n1280041
2590,https://www.msnbc.com/rachel-maddow-show/maddowblog/friday-s-campaign-round-9-24-21-n1280037
2591,https://www.msnbc.com/msnbc/trump-associates-subpoenaed-part-jan-6-probe-rcna2253
2592,https://www.msnbc.com/rachel-maddow-show/maddowblog/mcconnell-won-t-rule-out-blocking-possible-biden-scotus-nominees-n1280033
2593,https://www.msnbc.com/rachel-maddow-show/maddowblog/gop-senate-hopeful-characterizes-pregnancies-rape-inconvenient-n1280023
2594,https://www.msnbc.com/know-your-value/what-i-ve-learned-about-myself-my-career-after-becoming-n1280022
2595,https://www.msnbc.com/rachel-maddow-show/maddowblog/texas-republicans-join-parade-unneeded-election-audits-n1280019
2596,https://www.msnbc.com/rachel-maddow-show/maddowblog/panel-investigating-jan-6-subpoenas-top-members-trump-s-team-n1280018
2597,https://www.msnbc.com/rachel-maddow-show/maddowblog/sham-audit-backfires-arizona-gop-biden-won-wider-margin-n1280013
2598,https://www.msnbc.com/opinion/trump-s-election-lies-would-have-died-out-without-help-n1279914
2599,https://www.msnbc.com/transcripts/transcript-11th-hour-brian-williams-9-23-21-n1280011
2600,https://www.msnbc.com/transcripts/transcript-last-word-lawrence-o-donnell-9-23-21-n1280009
2601,https://www.msnbc.com/transcripts/transcript-rachel-maddow-show-9-23-21-n1280007
2602,https://www.msnbc.com/transcripts/transcript-all-chris-hayes-9-23-21-n1280015
2603,https://www.msnbc.com/transcripts/transcript-reidout-9-23-21-n1280006
2604,https://www.msnbc.com/transcripts/transcript-beat-ari-melber-9-23-21-n1280005
2605,https://www.msnbc.com/rachel-maddow-show/maddowblog/thursday-s-mini-report-9-23-21-n1279978
2606,https://www.msnbc.com/msnbc-podcast/unpacking-ten-year-war-jonathan-cohn-podcast-transcript-n1279977
2607,https://www.msnbc.com/msnbc/watchdog-report-warns-dangers-racist-media-particularly-latinos-rcna2144
2608,https://www.msnbc.com/msnbc/texas-legislature-absolute-worst-are-dishonorable-mentions-rcna2165
2609,https://www.msnbc.com/msnbc/facebooks-latest-scandal-reminder-time-delete-accounts-rcna2143
2610,https://www.msnbc.com/know-your-value/i-reported-story-about-lesser-known-breast-cancer-gene-it-n1279946
2611,https://www.msnbc.com/msnbc/brazils-jair-bolsonaro-absolute-worst-are-dishonorable-mentions-rcna2013
2612,https://www.msnbc.com/msnbc/republicans-never-going-support-george-floyd-justice-policing-act-rcna2215
2613,https://www.msnbc.com/rachel-maddow-show/maddowblog/republicans-debt-ceiling-ransom-note-finally-comes-focus-n1279949
2614,https://www.msnbc.com/rachel-maddow-show/maddowblog/thursday-s-campaign-round-9-23-21-n1279936
2615,https://www.msnbc.com/rachel-maddow-show/maddowblog/trump-backed-republicans-want-oversee-upcoming-state-elections-n1279934
2616,https://www.msnbc.com/rachel-maddow-show/maddowblog/problem-gop-leaders-picking-fight-over-bipartisanship-n1279933
2617,https://www.msnbc.com/opinion/trump-s-threat-nuke-china-was-prevented-military-s-problematic-n1279837
2618,https://www.msnbc.com/podcast/texas-one-hottest-states-country-people-state-prisons-are-forced-n1279928
2619,https://www.msnbc.com/rachel-maddow-show/maddowblog/gop-business-leaders-clash-again-time-debt-ceiling-n1279925
2620,https://www.msnbc.com/rachel-maddow-show/maddowblog/here-come-copycats-floridian-unveils-texas-style-abortion-ban-n1279922
2621,https://www.msnbc.com/rachel-maddow-show/maddowblog/gop-rejects-yet-another-democratic-offer-yet-another-key-issue-n1279919
2622,https://www.msnbc.com/transcripts/transcript-11th-hour-brian-williams-9-22-21-n1279920
2623,https://www.msnbc.com/transcripts/transcript-last-word-lawrence-o-donnell-9-22-21-n1279918
2624,https://www.msnbc.com/transcripts/transcript-rachel-maddow-show-9-22-21-n1279916
2625,https://www.msnbc.com/transcripts/transcript-all-chris-hayes-9-22-21-n1279915
2626,https://www.msnbc.com/transcripts/transcript-reidout-9-22-21-n1279913
2627,https://www.msnbc.com/opinion/ron-desantis-hits-new-low-his-covid-denialist-surgeon-general-n1279889
2628,https://www.msnbc.com/transcripts/transcript-beat-ari-melber-9-22-21-n1279912
2629,https://www.msnbc.com/rachel-maddow-show/maddowblog/wednesday-s-mini-report-9-22-21-n1279895
2630,https://www.msnbc.com/know-your-value/these-vaccine-hesitant-moms-have-questions-public-health-experts-have-n1279864
2631,https://www.msnbc.com/rachel-maddow-show/maddowblog/comeback-trail-candidate-shows-what-today-s-gop-all-about-n1279858
2632,https://www.msnbc.com/rachel-maddow-show/maddowblog/wednesday-s-campaign-round-9-22-21-n1279853
2633,https://www.msnbc.com/rachel-maddow-show/maddowblog/will-house-gop-s-main-street-caucus-define-pragmatism-down-n1279845
2634,https://www.msnbc.com/rachel-maddow-show/maddowblog/former-gop-treasury-secretaries-try-steer-mcconnell-away-cliff-n1279839
2635,https://www.msnbc.com/rachel-maddow-show/maddowblog/mary-trump-offers-pointed-response-donald-trump-s-new-lawsuit-n1279824
2636,https://www.msnbc.com/rachel-maddow-show/maddowblog/even-republican-moderates-reject-plan-avoid-shutdown-debt-crisis-n1279822
2637,https://www.msnbc.com/rachel-maddow-show/maddowblog/glaring-problem-desantis-choice-florida-surgeon-general-n1279813
2638,https://www.msnbc.com/opinion/texas-abortion-law-architect-giving-women-most-absurd-insulting-advice-n1279733
2639,https://www.msnbc.com/transcripts/transcript-11th-hour-brian-williams-9-21-21-n1279823
2640,https://www.msnbc.com/transcripts/transcript-last-word-lawrence-o-donnell-9-21-21-n1279821
2641,https://www.msnbc.com/transcripts/transcript-rachel-maddow-show-9-21-21-n1279818
2642,https://www.msnbc.com/transcripts/transcript-all-chris-hayes-9-21-21-n1279817
2643,https://www.msnbc.com/opinion/trump-abused-president-s-powers-democrats-say-never-again-n1279790
2644,https://www.msnbc.com/transcripts/transcript-reidout-9-21-21-n1279816
2645,https://www.msnbc.com/transcripts/transcript-beat-ari-melber-9-21-21-n1279814
2646,https://www.msnbc.com/rachel-maddow-show/maddowblog/tuesday-s-mini-report-9-21-21-n1279785
2647,https://www.msnbc.com/the-reidout/yes-media-suffering-missing-white-woman-syndrome-n1279774
2648,https://www.msnbc.com/know-your-value/these-women-embraced-their-gray-hair-during-covid-now-they-n1279718
2649,https://www.msnbc.com/opinion/joe-biden-s-first-u-n-speech-aimed-erase-trump-n1279762
2650,https://www.msnbc.com/the-reidout/biden-admin-helping-fuel-horrifying-border-crisis-trump-era-policy-n1279764
2651,https://www.msnbc.com/rachel-maddow-show/maddowblog/trump-lawyer-outlined-plan-overturn-election-newly-disclosed-memo-n1279743
2652,https://www.msnbc.com/rachel-maddow-show/maddowblog/tuesday-s-campaign-round-9-21-21-n1279727
2653,https://www.msnbc.com/know-your-value/how-motherhood-taught-tv-creator-stop-apologizing-start-articulating-her-n1279721
2654,https://www.msnbc.com/rachel-maddow-show/maddowblog/targeting-biden-s-vaccine-policy-gop-pushes-weird-distraction-theory-n1279725
2655,https://www.msnbc.com/rachel-maddow-show/maddowblog/key-lawyer-says-new-indictments-coming-trump-organization-case-n1279720
2656,https://www.msnbc.com/opinion/amazon-s-lularich-perfectly-explains-demise-girl-boss-n1279597
2657,https://www.msnbc.com/rachel-maddow-show/maddowblog/key-dadt-anniversary-discharged-veterans-become-eligible-benefits-n1279716
2658,https://www.msnbc.com/rachel-maddow-show/maddowblog/texas-abortion-ban-sparks-new-case-poll-shows-public-recoiling-n1279713
2659,https://www.msnbc.com/rachel-maddow-show/maddowblog/lie-heart-ted-cruz-s-dangerous-debt-ceiling-strategy-n1279708
2660,https://www.msnbc.com/opinion/covid-vaccines-are-less-popular-monoclonal-antibodies-some-places-here-n1279677
2661,https://www.msnbc.com/transcripts/transcript-11th-hour-brian-williams-9-20-21-n1279710
2662,https://www.msnbc.com/transcripts/transcript-last-word-lawrence-o-donnell-9-20-21-n1279711
2663,https://www.msnbc.com/transcripts/transcript-rachel-maddow-show-9-20-21-n1279709
2664,https://www.msnbc.com/the-reidout/bts-k-pop-fans-steal-show-u-n-general-assembly-n1279681
2665,https://www.msnbc.com/transcripts/transcript-all-chris-hayes-9-20-21-n1279706
2666,https://www.msnbc.com/transcripts/transcript-reidout-9-20-21-n1279705
2667,https://www.msnbc.com/the-reidout/could-qanon-following-trump-loyalist-really-become-arizona-s-secretary-n1279672
2668,https://www.msnbc.com/transcripts/transcript-beat-ari-melber-9-20-21-n1279703
2669,https://www.msnbc.com/rachel-maddow-show/maddowblog/monday-s-mini-report-9-20-21-n1279671
2670,https://www.msnbc.com/opinion/gabby-petito-s-social-media-presence-might-be-key-solving-n1279658
2671,https://www.msnbc.com/the-reidout/latest-republican-attack-democracy-shows-familiar-face-or-three-n1279648
2672,https://www.msnbc.com/rachel-maddow-show/maddowblog/roe-v-wade-line-supreme-court-sets-stage-key-case-n1279651
2673,https://www.msnbc.com/rachel-maddow-show/maddowblog/monday-s-campaign-round-9-20-21-n1279642
2674,https://www.msnbc.com/rachel-maddow-show/maddowblog/debt-ceiling-fight-mcconnell-makes-new-rule-out-whole-cloth-n1279641
2675,https://www.msnbc.com/rachel-maddow-show/maddowblog/poll-shows-most-americans-siding-biden-not-gop-vaccines-n1279636
2676,https://www.msnbc.com/opinion/durham-s-sussman-indictment-bizarre-coda-doj-s-russia-investigation-n1279490
2677,https://www.msnbc.com/rachel-maddow-show/maddowblog/why-obscure-senate-official-blocked-part-build-back-better-plan-n1279633
2678,https://www.msnbc.com/rachel-maddow-show/maddowblog/still-attacking-2020-race-trump-tells-georgia-undo-his-defeat-n1279632
2679,https://www.msnbc.com/rachel-maddow-show/maddowblog/mississippi-s-reeves-responds-covid-crisis-post-policy-way-n1279626
2680,https://www.msnbc.com/opinion/trump-s-coercion-role-jan-6-warrant-special-prosecutor-n1279595
2681,https://www.msnbc.com/opinion/trump-republicans-white-evangelicals-are-forming-powerful-trifecta-n1279504
